po_number,line_number,material_id,quantity_order,uom,delivery_date,unit_price,line_total
HPO28_17,4,FLANGE,6,pcs,2024-07-25,105.63,633.78
HPO28_17,5,VALVE,19,pcs,2024-07-17,130.46,2478.74
HPO28_17,6,VALVE,7,pcs,2024-07-23,218.45,1529.15
HPO28_18,1,GASKET,4,pcs,2025-04-13,269.33,1077.32
HPO28_18,2,304L_SS,15,ft,2025-05-08,185.88,2788.2
HPO28_18,3,INSULATION,13,pcs,2025-04-10,260.87,3391.31
HPO28_18,4,VALVE,4,pcs,2025-04-13,291.76,1167.04
HPO28_18,5,FLANGE,15,pcs,2025-04-20,108.56,1628.4
HPO28_19,1,FLANGE,20,pcs,2025-05-10,213.66,4273.2
HPO28_19,2,VALVE,20,pcs,2025-05-17,176.79,3535.8
HPO28_19,3,FLANGE,5,pcs,2025-05-11,331.23,1656.15
HPO28_19,4,9%_Ni_Alloy,19,ft,2025-05-19,202.4,3845.6
HPO28_19,5,VALVE,1,pcs,2025-05-05,330.97,330.97
HPO28_19,6,FLANGE,5,pcs,2025-05-19,266.08,1330.4
HPO28_19,7,304L_SS,17,ft,2025-05-25,115.11,1956.87
HPO29_1,1,304L_SS,5,ft,2025-03-20,372.82,1864.1
HPO29_1,2,FLANGE,20,pcs,2025-02-20,103.0,2060.0
HPO29_1,3,FLANGE,14,pcs,2025-02-20,383.33,5366.62
HPO29_1,4,FLANGE,8,pcs,2025-03-08,284.38,2275.04
HPO29_2,1,FLANGE,19,pcs,2024-07-08,230.64,4382.16
HPO29_2,2,9%_Ni_Alloy,10,ft,2024-07-29,224.37,2243.7
HPO29_2,3,FLANGE,1,pcs,2024-07-25,357.19,357.19
HPO29_2,4,GASKET,11,pcs,2024-07-08,91.19,1003.09
HPO29_2,5,9%_Ni_Alloy,10,ft,2024-08-06,287.76,2877.6
HPO29_2,6,304L_SS,20,ft,2024-08-10,129.82,2596.4
HPO29_3,1,304L_SS,9,ft,2025-04-12,372.69,3354.21
HPO29_3,2,VALVE,6,pcs,2025-03-25,236.84,1421.04
HPO29_3,3,304L_SS,13,ft,2025-04-10,252.14,3277.82
HPO29_3,4,FLANGE,10,pcs,2025-03-13,308.7,3087.0
HPO29_4,1,VALVE,18,pcs,2024-09-26,158.3,2849.4
HPO29_4,2,GASKET,12,pcs,2024-09-09,381.4,4576.8
HPO29_4,3,GASKET,12,pcs,2024-09-27,375.75,4509.0
HPO29_4,4,VALVE,15,pcs,2024-09-28,208.43,3126.45
HPO29_4,5,FLANGE,7,pcs,2024-09-16,219.23,1534.61
HPO29_4,6,VALVE,20,pcs,2024-09-14,347.5,6950.0
HPO29_4,7,FLANGE,10,pcs,2024-09-25,149.9,1499.0
HPO29_5,1,304L_SS,14,ft,2024-07-10,319.29,4470.06
HPO29_5,2,9%_Ni_Alloy,13,ft,2024-07-13,246.81,3208.53
HPO29_5,3,INSULATION,14,pcs,2024-07-07,216.7,3033.8
HPO29_5,4,VALVE,10,pcs,2024-06-28,259.16,2591.6
HPO29_5,5,FLANGE,4,pcs,2024-07-01,160.21,640.84
HPO29_5,6,304L_SS,8,ft,2024-07-26,314.54,2516.32
HPO29_5,7,304L_SS,10,ft,2024-07-15,94.63,946.3
HPO29_6,1,VALVE,10,pcs,2025-03-15,329.12,3291.2
HPO29_6,2,304L_SS,12,ft,2025-03-28,106.68,1280.16
HPO29_6,3,GASKET,9,pcs,2025-03-03,369.2,3322.8
HPO29_6,4,INSULATION,3,pcs,2025-03-01,118.67,356.01
HPO29_7,1,INSULATION,19,pcs,2024-09-02,314.93,5983.67
HPO29_7,2,INSULATION,5,pcs,2024-09-11,81.8,409.0
HPO29_7,3,304L_SS,14,ft,2024-09-16,139.7,1955.8
HPO29_7,4,GASKET,10,pcs,2024-09-08,110.33,1103.3
HPO29_7,5,9%_Ni_Alloy,4,ft,2024-09-16,115.43,461.72
HPO29_8,1,304L_SS,19,ft,2025-01-19,214.36,4072.84
HPO29_8,2,FLANGE,20,pcs,2025-01-18,280.84,5616.8
HPO29_8,3,INSULATION,17,pcs,2025-01-01,343.35,5836.95
HPO29_9,1,INSULATION,15,pcs,2025-02-08,80.04,1200.6
HPO29_9,2,304L_SS,1,ft,2025-02-18,301.23,301.23
HPO29_9,3,FLANGE,19,pcs,2025-02-06,194.95,3704.05
HPO29_9,4,9%_Ni_Alloy,17,ft,2025-02-09,333.3,5666.1
HPO29_10,1,FLANGE,6,pcs,2024-11-13,320.11,1920.66
HPO29_10,2,FLANGE,4,pcs,2024-11-24,242.32,969.28
HPO29_10,3,INSULATION,5,pcs,2024-11-21,387.66,1938.3
HPO29_10,4,VALVE,10,pcs,2024-11-23,126.29,1262.9
HPO29_10,5,FLANGE,9,pcs,2024-11-22,142.62,1283.58
HPO29_10,6,FLANGE,18,pcs,2024-11-27,200.16,3602.88
HPO29_10,7,304L_SS,12,ft,2024-12-05,104.98,1259.76
HPO29_11,1,9%_Ni_Alloy,19,ft,2024-08-10,390.78,7424.82
HPO29_11,2,FLANGE,8,pcs,2024-08-03,386.17,3089.36
HPO29_11,3,304L_SS,18,ft,2024-08-13,245.33,4415.94
HPO29_11,4,9%_Ni_Alloy,15,ft,2024-08-08,360.59,5408.85
HPO29_12,1,9%_Ni_Alloy,19,ft,2025-05-23,353.0,6707.0
HPO29_12,2,9%_Ni_Alloy,11,ft,2025-06-05,267.18,2938.98
HPO29_12,3,FLANGE,14,pcs,2025-05-09,258.18,3614.52
HPO29_13,1,VALVE,18,pcs,2024-08-18,321.65,5789.7
HPO29_13,2,GASKET,15,pcs,2024-08-11,116.46,1746.9
HPO29_13,3,304L_SS,10,ft,2024-08-26,179.47,1794.7
HPO29_14,1,GASKET,15,pcs,2024-12-02,83.51,1252.65
HPO29_14,2,GASKET,14,pcs,2024-11-27,126.92,1776.88
HPO29_14,3,INSULATION,7,pcs,2024-11-17,367.82,2574.74
HPO29_15,1,GASKET,19,pcs,2025-05-10,97.91,1860.29
HPO29_15,2,VALVE,15,pcs,2025-05-12,148.31,2224.65
HPO29_15,3,VALVE,2,pcs,2025-05-11,194.68,389.36
HPO29_15,4,VALVE,20,pcs,2025-05-14,282.24,5644.8
HPO29_15,5,GASKET,14,pcs,2025-05-17,103.64,1450.96
HPO29_16,1,FLANGE,6,pcs,2025-01-05,164.91,989.46
HPO29_16,2,9%_Ni_Alloy,2,ft,2025-01-21,363.03,726.06
HPO29_16,3,304L_SS,4,ft,2025-01-14,351.82,1407.28
HPO29_17,1,VALVE,8,pcs,2025-04-07,343.63,2749.04
HPO29_17,2,304L_SS,14,ft,2025-04-08,155.89,2182.46
HPO29_17,3,VALVE,3,pcs,2025-04-05,279.79,839.37
HPO29_18,1,FLANGE,4,pcs,2024-11-10,173.85,695.4
HPO29_18,2,INSULATION,19,pcs,2024-11-27,100.89,1916.91
HPO29_18,3,VALVE,15,pcs,2024-11-13,193.77,2906.55
HPO29_19,1,GASKET,13,pcs,2024-10-26,391.78,5093.14
HPO29_19,2,304L_SS,20,ft,2024-11-21,197.98,3959.6
HPO29_19,3,304L_SS,16,ft,2024-11-04,389.0,6224.0
HPO29_19,4,304L_SS,8,ft,2024-11-10,260.97,2087.76
HPO30_1,1,INSULATION,10,pcs,2025-01-22,385.05,3850.5
HPO30_1,2,FLANGE,18,pcs,2025-01-15,81.12,1460.16
HPO30_1,3,304L_SS,2,ft,2025-02-11,161.52,323.04
HPO30_1,4,9%_Ni_Alloy,1,ft,2025-01-25,175.81,175.81
HPO30_1,5,9%_Ni_Alloy,7,ft,2025-02-05,320.89,2246.23
HPO30_1,6,9%_Ni_Alloy,18,ft,2025-01-20,255.12,4592.16
HPO30_2,1,VALVE,10,pcs,2024-10-08,128.17,1281.7
HPO30_2,2,INSULATION,8,pcs,2024-09-27,265.35,2122.8
HPO30_2,3,304L_SS,12,ft,2024-10-21,167.86,2014.32
HPO30_3,1,9%_Ni_Alloy,18,ft,2025-04-05,275.19,4953.42
HPO30_3,2,VALVE,8,pcs,2025-03-23,249.47,1995.76
HPO30_3,3,GASKET,18,pcs,2025-03-10,166.99,3005.82
HPO30_4,1,304L_SS,3,ft,2025-05-20,390.03,1170.09
HPO30_4,2,FLANGE,17,pcs,2025-05-01,193.95,3297.15
HPO30_4,3,304L_SS,3,ft,2025-05-15,120.97,362.91
HPO30_4,4,FLANGE,13,pcs,2025-04-25,392.76,5105.88
HPO30_4,5,304L_SS,13,ft,2025-05-06,217.17,2823.21
HPO30_4,6,GASKET,15,pcs,2025-05-04,308.02,4620.3
HPO30_4,7,FLANGE,6,pcs,2025-04-20,336.7,2020.2
HPO30_5,1,INSULATION,7,pcs,2024-10-13,301.55,2110.85
HPO30_5,2,INSULATION,15,pcs,2024-10-20,195.78,2936.7
HPO30_5,3,304L_SS,15,ft,2024-11-05,206.16,3092.4
HPO30_5,4,INSULATION,8,pcs,2024-10-05,211.83,1694.64
HPO30_5,5,FLANGE,4,pcs,2024-10-09,193.08,772.32
HPO30_6,1,INSULATION,3,pcs,2024-08-17,176.12,528.36
HPO30_6,2,VALVE,6,pcs,2024-08-23,112.7,676.2
HPO30_6,3,VALVE,6,pcs,2024-08-19,372.76,2236.56
HPO30_7,1,GASKET,15,pcs,2025-01-16,259.72,3895.8
HPO30_7,2,FLANGE,11,pcs,2025-01-27,203.95,2243.45
HPO30_7,3,GASKET,5,pcs,2025-01-17,214.14,1070.7
HPO30_7,4,9%_Ni_Alloy,12,ft,2025-02-12,109.83,1317.96
HPO30_7,5,304L_SS,17,ft,2025-02-06,139.89,2378.13
HPO30_7,6,VALVE,17,pcs,2025-01-17,206.19,3505.23
HPO30_7,7,INSULATION,14,pcs,2025-01-25,177.83,2489.62
HPO30_8,1,304L_SS,17,ft,2024-10-31,257.77,4382.09
HPO30_8,2,GASKET,15,pcs,2024-10-03,253.4,3801.0
HPO30_8,3,9%_Ni_Alloy,11,ft,2024-11-03,369.39,4063.29
HPO30_8,4,304L_SS,9,ft,2024-10-20,282.1,2538.9
HPO30_8,5,304L_SS,18,ft,2024-10-13,147.12,2648.16
HPO30_9,1,FLANGE,10,pcs,2024-12-13,220.4,2204.0
HPO30_9,2,9%_Ni_Alloy,4,ft,2025-01-12,309.15,1236.6
HPO30_9,3,304L_SS,20,ft,2024-12-25,273.02,5460.4
HPO30_9,4,304L_SS,9,ft,2024-12-29,218.56,1967.04
HPO30_10,1,304L_SS,17,ft,2024-12-10,312.24,5308.08
HPO30_10,2,FLANGE,16,pcs,2024-12-09,265.84,4253.44
HPO30_10,3,VALVE,20,pcs,2024-12-01,221.24,4424.8
HPO30_10,4,9%_Ni_Alloy,15,ft,2024-12-26,147.67,2215.05
HPO30_10,5,9%_Ni_Alloy,6,ft,2024-12-26,91.7,550.2
HPO30_11,1,FLANGE,11,pcs,2024-06-28,386.81,4254.91
HPO30_11,2,GASKET,18,pcs,2024-06-27,124.04,2232.72
HPO30_11,3,VALVE,3,pcs,2024-06-29,252.64,757.92
HPO30_11,4,FLANGE,13,pcs,2024-06-24,326.9,4249.7
HPO30_11,5,304L_SS,20,ft,2024-07-08,332.85,6657.0
HPO30_12,1,FLANGE,8,pcs,2025-01-08,201.42,1611.36
HPO30_12,2,GASKET,10,pcs,2025-01-01,245.38,2453.8
HPO30_12,3,9%_Ni_Alloy,17,ft,2025-01-22,277.05,4709.85
HPO30_12,4,FLANGE,4,pcs,2024-12-24,228.57,914.28
HPO30_13,1,304L_SS,13,ft,2025-06-01,261.25,3396.25
HPO30_13,2,FLANGE,9,pcs,2025-05-10,262.85,2365.65
HPO30_13,3,VALVE,4,pcs,2025-05-09,96.18,384.72
HPO30_13,4,VALVE,9,pcs,2025-05-02,184.38,1659.42
HPO30_13,5,INSULATION,15,pcs,2025-05-12,179.6,2694.0
HPO30_14,1,INSULATION,6,pcs,2024-09-12,159.27,955.62
HPO30_14,2,9%_Ni_Alloy,8,ft,2024-10-01,339.16,2713.28
HPO30_14,3,INSULATION,8,pcs,2024-09-10,257.59,2060.72
HPO30_14,4,9%_Ni_Alloy,17,ft,2024-10-08,196.5,3340.5
HPO30_14,5,FLANGE,2,pcs,2024-09-20,378.9,757.8
HPO30_14,6,GASKET,17,pcs,2024-09-22,311.88,5301.96
HPO30_14,7,304L_SS,7,ft,2024-10-10,359.24,2514.68
HPO31_1,1,FLANGE,16,pcs,2024-09-29,80.83,1293.28
HPO31_1,2,FLANGE,4,pcs,2024-09-25,85.62,342.48
HPO31_1,3,FLANGE,8,pcs,2024-10-08,337.91,2703.28
HPO31_1,4,304L_SS,6,ft,2024-10-13,187.42,1124.52
HPO31_1,5,VALVE,10,pcs,2024-10-03,218.04,2180.4
HPO31_1,6,VALVE,13,pcs,2024-10-13,360.54,4687.02
HPO31_1,7,FLANGE,2,pcs,2024-09-25,197.12,394.24
HPO31_2,1,304L_SS,15,ft,2024-08-06,275.11,4126.65
HPO31_2,2,FLANGE,1,pcs,2024-07-19,190.36,190.36
HPO31_2,3,FLANGE,7,pcs,2024-07-13,138.92,972.44
HPO31_3,1,VALVE,15,pcs,2025-04-21,150.44,2256.6
HPO31_3,2,GASKET,4,pcs,2025-04-26,335.01,1340.04
HPO31_3,3,9%_Ni_Alloy,2,ft,2025-05-08,299.49,598.98
HPO31_3,4,VALVE,8,pcs,2025-04-23,173.12,1384.96
HPO31_4,1,9%_Ni_Alloy,18,ft,2024-12-19,146.26,2632.68
HPO31_4,2,9%_Ni_Alloy,8,ft,2025-01-02,280.28,2242.24
HPO31_4,3,GASKET,15,pcs,2024-12-04,335.92,5038.8
HPO31_5,1,GASKET,11,pcs,2024-12-19,396.98,4366.78
HPO31_5,2,9%_Ni_Alloy,19,ft,2024-12-29,138.41,2629.79
HPO31_5,3,9%_Ni_Alloy,14,ft,2025-01-16,290.49,4066.86
HPO31_5,4,VALVE,2,pcs,2024-12-23,349.9,699.8
HPO31_6,1,VALVE,4,pcs,2024-09-16,217.27,869.08
HPO31_6,2,GASKET,8,pcs,2024-09-14,394.42,3155.36
HPO31_6,3,GASKET,3,pcs,2024-09-14,115.61,346.83
HPO31_6,4,9%_Ni_Alloy,14,ft,2024-10-02,155.94,2183.16
HPO31_7,1,VALVE,6,pcs,2025-02-20,340.76,2044.56
HPO31_7,2,INSULATION,3,pcs,2025-02-04,158.45,475.35
HPO31_7,3,VALVE,4,pcs,2025-02-04,257.37,1029.48
HPO31_8,1,304L_SS,2,ft,2024-09-09,376.91,753.82
HPO31_8,2,9%_Ni_Alloy,4,ft,2024-09-17,157.88,631.52
HPO31_8,3,304L_SS,10,ft,2024-09-14,258.65,2586.5
HPO31_8,4,GASKET,4,pcs,2024-09-05,99.08,396.32
HPO31_8,5,9%_Ni_Alloy,13,ft,2024-09-26,209.36,2721.68
HPO31_8,6,9%_Ni_Alloy,10,ft,2024-09-22,227.41,2274.1
HPO31_8,7,9%_Ni_Alloy,18,ft,2024-09-12,335.98,6047.64
HPO31_9,1,9%_Ni_Alloy,5,ft,2024-08-04,305.33,1526.65
HPO31_9,2,FLANGE,9,pcs,2024-07-08,140.45,1264.05
HPO31_9,3,FLANGE,10,pcs,2024-07-23,266.93,2669.3
HPO31_9,4,FLANGE,12,pcs,2024-07-14,340.5,4086.0
HPO31_9,5,INSULATION,7,pcs,2024-07-23,380.74,2665.18
HPO31_10,1,FLANGE,8,pcs,2025-04-29,398.45,3187.6
HPO31_10,2,VALVE,20,pcs,2025-05-11,215.45,4309.0
HPO31_10,3,FLANGE,14,pcs,2025-05-14,194.86,2728.04
HPO31_10,4,VALVE,9,pcs,2025-05-05,131.09,1179.81
HPO31_10,5,304L_SS,6,ft,2025-05-23,342.91,2057.46
HPO31_10,6,INSULATION,1,pcs,2025-05-05,113.7,113.7
HPO31_11,1,304L_SS,6,ft,2025-04-09,143.66,861.96
HPO31_11,2,FLANGE,13,pcs,2025-03-11,158.99,2066.87
HPO31_11,3,9%_Ni_Alloy,16,ft,2025-04-16,364.35,5829.6
HPO31_12,1,304L_SS,7,ft,2024-12-05,125.09,875.63
HPO31_12,2,GASKET,4,pcs,2024-11-18,332.63,1330.52
HPO31_12,3,FLANGE,8,pcs,2024-11-27,359.13,2873.04
HPO31_12,4,VALVE,9,pcs,2024-11-14,87.03,783.27
HPO31_12,5,INSULATION,15,pcs,2024-11-15,351.34,5270.1
HPO31_12,6,FLANGE,10,pcs,2024-11-22,276.11,2761.1
HPO31_12,7,FLANGE,13,pcs,2024-11-26,225.3,2928.9
HPO31_13,1,VALVE,14,pcs,2025-05-05,157.33,2202.62
HPO31_13,2,304L_SS,13,ft,2025-05-20,269.01,3497.13
HPO31_13,3,INSULATION,16,pcs,2025-04-30,150.43,2406.88
HPO31_13,4,304L_SS,4,ft,2025-05-18,147.38,589.52
HPO31_13,5,VALVE,12,pcs,2025-04-21,161.41,1936.92
HPO31_14,1,FLANGE,14,pcs,2025-02-14,97.91,1370.74
HPO31_14,2,GASKET,2,pcs,2025-02-12,303.19,606.38
HPO31_14,3,304L_SS,7,ft,2025-03-06,176.4,1234.8
HPO31_15,1,9%_Ni_Alloy,15,ft,2025-02-28,262.79,3941.85
HPO31_15,2,VALVE,6,pcs,2025-02-16,189.02,1134.12
HPO31_15,3,9%_Ni_Alloy,15,ft,2025-03-06,103.35,1550.25
HPO31_15,4,GASKET,11,pcs,2025-02-10,266.01,2926.11
HPO31_15,5,FLANGE,2,pcs,2025-02-14,159.01,318.02
HPO31_15,6,INSULATION,8,pcs,2025-02-15,80.36,642.88
HPO32_1,1,9%_Ni_Alloy,4,ft,2024-08-10,385.33,1541.32
HPO32_1,2,INSULATION,16,pcs,2024-07-19,140.22,2243.52
HPO32_1,3,9%_Ni_Alloy,14,ft,2024-08-08,160.07,2240.98
HPO32_1,4,9%_Ni_Alloy,10,ft,2024-08-02,215.88,2158.8
HPO32_1,5,304L_SS,15,ft,2024-08-13,358.77,5381.55
HPO32_1,6,9%_Ni_Alloy,5,ft,2024-08-02,289.22,1446.1
HPO32_1,7,304L_SS,10,ft,2024-07-26,397.7,3977.0
HPO32_2,1,9%_Ni_Alloy,10,ft,2025-02-05,184.99,1849.9
HPO32_2,2,GASKET,16,pcs,2025-01-10,342.17,5474.72
HPO32_2,3,FLANGE,9,pcs,2025-01-05,392.87,3535.83
HPO32_3,1,GASKET,11,pcs,2025-01-25,188.19,2070.09
HPO32_3,2,304L_SS,20,ft,2025-02-10,146.37,2927.4
HPO32_3,3,INSULATION,6,pcs,2025-01-17,161.81,970.86
HPO32_3,4,9%_Ni_Alloy,14,ft,2025-02-07,216.83,3035.62
HPO32_3,5,GASKET,5,pcs,2025-01-08,322.11,1610.55
HPO32_4,1,304L_SS,20,ft,2024-10-14,370.77,7415.4
HPO32_4,2,GASKET,3,pcs,2024-09-12,83.72,251.16
HPO32_4,3,INSULATION,15,pcs,2024-09-19,335.42,5031.3
HPO32_4,4,304L_SS,14,ft,2024-10-13,218.26,3055.64
HPO32_4,5,VALVE,8,pcs,2024-09-23,82.96,663.68
HPO32_4,6,9%_Ni_Alloy,9,ft,2024-10-08,179.83,1618.47
HPO32_5,1,VALVE,14,pcs,2024-10-17,91.12,1275.68
HPO32_5,2,VALVE,1,pcs,2024-10-23,397.73,397.73
HPO32_5,3,9%_Ni_Alloy,10,ft,2024-11-21,388.15,3881.5
HPO32_5,4,GASKET,19,pcs,2024-10-17,121.0,2299.0
HPO32_6,1,304L_SS,19,ft,2024-08-24,375.01,7125.19
HPO32_6,2,FLANGE,11,pcs,2024-07-25,211.69,2328.59
HPO32_6,3,FLANGE,9,pcs,2024-07-16,147.39,1326.51
HPO32_6,4,9%_Ni_Alloy,2,ft,2024-08-03,210.65,421.3
HPO32_6,5,9%_Ni_Alloy,10,ft,2024-08-23,161.24,1612.4
HPO32_6,6,9%_Ni_Alloy,5,ft,2024-08-11,94.19,470.95
HPO32_6,7,9%_Ni_Alloy,8,ft,2024-08-14,245.71,1965.68
HPO32_7,1,VALVE,12,pcs,2024-09-29,289.47,3473.64
HPO32_7,2,304L_SS,5,ft,2024-10-18,374.07,1870.35
HPO32_7,3,FLANGE,6,pcs,2024-10-02,145.48,872.88
HPO32_7,4,FLANGE,17,pcs,2024-10-09,366.53,6231.01
HPO32_7,5,FLANGE,3,pcs,2024-10-04,119.28,357.84
HPO32_8,1,FLANGE,13,pcs,2025-02-20,114.73,1491.49
HPO32_8,2,VALVE,6,pcs,2025-02-04,187.09,1122.54
HPO32_8,3,9%_Ni_Alloy,16,ft,2025-03-03,113.2,1811.2
HPO32_8,4,9%_Ni_Alloy,15,ft,2025-03-05,280.34,4205.1
HPO32_8,5,VALVE,16,pcs,2025-02-05,99.8,1596.8
HPO32_9,1,GASKET,5,pcs,2024-08-28,109.92,549.6
HPO32_9,2,9%_Ni_Alloy,5,ft,2024-09-28,373.64,1868.2
HPO32_9,3,304L_SS,8,ft,2024-09-28,250.37,2002.96
HPO32_10,1,9%_Ni_Alloy,11,ft,2025-03-27,330.71,3637.81
HPO32_10,2,INSULATION,20,pcs,2025-03-23,222.73,4454.6
HPO32_10,3,9%_Ni_Alloy,15,ft,2025-04-14,299.38,4490.7
HPO32_10,4,FLANGE,18,pcs,2025-03-14,254.48,4580.64
HPO32_10,5,FLANGE,4,pcs,2025-03-29,332.71,1330.84
HPO32_10,6,304L_SS,15,ft,2025-03-27,92.86,1392.9
HPO32_10,7,FLANGE,10,pcs,2025-03-30,349.67,3496.7
HPO32_11,1,304L_SS,3,ft,2024-08-09,269.84,809.52
HPO32_11,2,304L_SS,4,ft,2024-08-09,355.85,1423.4
HPO32_11,3,VALVE,5,pcs,2024-07-22,239.34,1196.7
HPO32_12,1,VALVE,3,pcs,2024-09-10,345.95,1037.85
HPO32_12,2,INSULATION,1,pcs,2024-08-29,187.79,187.79
HPO32_12,3,304L_SS,14,ft,2024-09-18,86.18,1206.52
HPO32_12,4,INSULATION,2,pcs,2024-09-06,263.99,527.98
HPO32_12,5,304L_SS,19,ft,2024-09-26,252.84,4803.96
HPO32_12,6,VALVE,10,pcs,2024-09-06,85.01,850.1
HPO32_12,7,304L_SS,1,ft,2024-09-17,214.08,214.08
HPO32_13,1,VALVE,9,pcs,2024-08-26,188.11,1692.99
HPO32_13,2,304L_SS,20,ft,2024-09-24,371.61,7432.2
HPO32_13,3,304L_SS,8,ft,2024-10-02,203.01,1624.08
HPO32_14,1,VALVE,18,pcs,2025-02-26,326.56,5878.08
HPO32_14,2,INSULATION,19,pcs,2025-03-11,255.94,4862.86
HPO32_14,3,GASKET,18,pcs,2025-03-02,183.86,3309.48
HPO32_15,1,9%_Ni_Alloy,18,ft,2024-11-06,221.46,3986.28
HPO32_15,2,FLANGE,15,pcs,2024-10-21,148.72,2230.8
HPO32_15,3,304L_SS,6,ft,2024-10-30,170.11,1020.66
HPO32_15,4,304L_SS,1,ft,2024-10-22,386.11,386.11
HPO32_15,5,9%_Ni_Alloy,18,ft,2024-10-24,390.05,7020.9
HPO32_16,1,FLANGE,4,pcs,2024-08-16,177.11,708.44
HPO32_16,2,FLANGE,6,pcs,2024-08-09,172.6,1035.6
HPO32_16,3,FLANGE,19,pcs,2024-08-18,176.87,3360.53
HPO32_16,4,VALVE,4,pcs,2024-08-10,170.4,681.6
HPO32_16,5,9%_Ni_Alloy,10,ft,2024-08-30,395.51,3955.1
HPO32_16,6,304L_SS,11,ft,2024-09-04,224.89,2473.79
HPO32_16,7,VALVE,4,pcs,2024-08-08,313.36,1253.44
HPO33_1,1,VALVE,13,pcs,2024-12-26,128.47,1670.11
HPO33_1,2,9%_Ni_Alloy,4,ft,2024-12-28,191.82,767.28
HPO33_1,3,FLANGE,5,pcs,2024-12-19,243.62,1218.1
HPO33_2,1,GASKET,9,pcs,2025-03-05,182.44,1641.96
HPO33_2,2,GASKET,15,pcs,2025-03-20,293.69,4405.35
HPO33_2,3,FLANGE,17,pcs,2025-03-21,109.62,1863.54
HPO33_2,4,FLANGE,17,pcs,2025-03-19,238.84,4060.28
HPO33_2,5,VALVE,11,pcs,2025-03-11,191.71,2108.81
HPO33_3,1,INSULATION,15,pcs,2025-02-01,182.2,2733.0
HPO33_3,2,VALVE,7,pcs,2025-02-05,272.72,1909.04
HPO33_3,3,INSULATION,10,pcs,2025-01-23,218.68,2186.8
HPO33_4,1,VALVE,4,pcs,2025-01-15,306.69,1226.76
HPO33_4,2,304L_SS,12,ft,2025-01-20,277.24,3326.88
HPO33_4,3,9%_Ni_Alloy,13,ft,2025-02-01,151.11,1964.43
HPO33_5,1,VALVE,14,pcs,2024-10-24,376.32,5268.48
HPO33_5,2,304L_SS,18,ft,2024-10-31,94.81,1706.58
HPO33_5,3,GASKET,19,pcs,2024-10-19,247.84,4708.96
HPO33_5,4,304L_SS,3,ft,2024-11-08,281.16,843.48
HPO33_6,1,VALVE,5,pcs,2025-01-05,191.95,959.75
HPO33_6,2,FLANGE,10,pcs,2025-01-07,167.0,1670.0
HPO33_6,3,VALVE,13,pcs,2025-01-10,337.99,4393.87
HPO33_6,4,GASKET,16,pcs,2025-01-09,218.68,3498.88
HPO33_6,5,FLANGE,7,pcs,2025-01-07,92.88,650.16
HPO33_7,1,FLANGE,10,pcs,2025-04-17,346.2,3462.0
HPO33_7,2,304L_SS,8,ft,2025-05-23,368.42,2947.36
HPO33_7,3,VALVE,17,pcs,2025-05-01,152.09,2585.53
HPO33_7,4,304L_SS,7,ft,2025-05-13,367.45,2572.15
HPO33_7,5,9%_Ni_Alloy,13,ft,2025-05-12,194.61,2529.93
HPO33_7,6,304L_SS,14,ft,2025-05-15,236.49,3310.86
HPO33_8,1,INSULATION,9,pcs,2025-04-30,346.05,3114.45
HPO33_8,2,304L_SS,15,ft,2025-05-10,199.73,2995.95
HPO33_8,3,304L_SS,19,ft,2025-05-19,340.36,6466.84
HPO33_9,1,304L_SS,10,ft,2024-09-13,156.38,1563.8
HPO33_9,2,9%_Ni_Alloy,5,ft,2024-08-30,289.21,1446.05
HPO33_9,3,VALVE,8,pcs,2024-08-17,300.92,2407.36
HPO33_9,4,INSULATION,20,pcs,2024-08-16,105.55,2111.0
HPO33_9,5,304L_SS,14,ft,2024-09-11,281.07,3934.98
HPO33_10,1,304L_SS,1,ft,2025-05-30,339.04,339.04
HPO33_10,2,FLANGE,6,pcs,2025-05-01,92.02,552.12
HPO33_10,3,VALVE,15,pcs,2025-05-14,140.94,2114.1
HPO33_10,4,INSULATION,19,pcs,2025-05-01,296.69,5637.11
HPO33_11,1,304L_SS,1,ft,2024-06-23,394.64,394.64
HPO33_11,2,9%_Ni_Alloy,19,ft,2024-06-29,332.84,6323.96
HPO33_11,3,FLANGE,4,pcs,2024-06-15,104.21,416.84
HPO33_11,4,VALVE,3,pcs,2024-06-10,306.09,918.27
HPO33_11,5,FLANGE,7,pcs,2024-06-11,375.76,2630.32
HPO33_12,1,INSULATION,9,pcs,2025-03-29,172.13,1549.17
HPO33_12,2,FLANGE,8,pcs,2025-03-31,338.82,2710.56
HPO33_12,3,VALVE,7,pcs,2025-04-01,241.3,1689.1
HPO33_13,1,9%_Ni_Alloy,17,ft,2024-12-10,332.53,5653.01
HPO33_13,2,VALVE,11,pcs,2024-12-11,119.05,1309.55
HPO33_13,3,304L_SS,14,ft,2024-12-24,210.29,2944.06
HPO33_13,4,FLANGE,9,pcs,2024-12-13,275.16,2476.44
HPO33_13,5,VALVE,19,pcs,2024-12-09,314.91,5983.29
HPO33_13,6,FLANGE,19,pcs,2024-12-03,258.23,4906.37
HPO33_14,1,FLANGE,19,pcs,2024-07-24,254.91,4843.29
HPO33_14,2,304L_SS,16,ft,2024-08-04,367.13,5874.08
HPO33_14,3,304L_SS,19,ft,2024-08-16,374.22,7110.18
HPO33_14,4,9%_Ni_Alloy,16,ft,2024-08-21,221.47,3543.52
